46,11,4.181818181818182,0,0,1
30,8,3.75,0,0,0
42,10,4.2,0,0,0
26,5,5.2,0,0,0
33,7,4.714285714285714,0,0,0
65,14,4.642857142857143,0,0,0
87,18,4.833333333333333,0,0,2
67,15,4.466666666666667,0,0,1
51,10,5.1,0,0,0
47,12,3.9166666666666665,0,0,1
27,7,3.857142857142857,0,0,0
34,7,4.857142857142857,0,0,1
55,13,4.230769230769231,0,0,2
25,6,4.166666666666667,0,0,0
46,10,4.6,0,0,0
84,21,4.0,0,0,0
35,9,3.888888888888889,0,0,1
57,17,3.3529411764705883,0,0,0
39,9,4.333333333333333,0,0,0
64,16,4.0,0,0,0
61,13,4.6923076923076925,0,0,0
58,14,4.142857142857143,0,0,1
36,9,4.0,0,0,0
60,14,4.285714285714286,0,0,0
99,23,4.304347826086956,0,0,1
54,13,4.153846153846154,0,0,1
38,10,3.8,0,0,0
29,6,4.833333333333333,0,0,0
68,14,4.857142857142857,0,0,1
32,9,3.5555555555555554,0,0,0
47,13,3.6153846153846154,0,0,0
21,5,4.2,0,0,0
31,8,3.875,0,0,2
46,11,4.181818181818182,0,0,0
47,11,4.2727272727272725,0,0,0
26,8,3.25,0,0,0
63,13,4.846153846153846,0,0,0
36,10,3.6,0,0,0
36,8,4.5,0,0,1
71,17,4.176470588235294,0,0,0
66,20,3.3,0,0,0
19,7,2.7142857142857144,0,0,0
11,4,2.75,0,0,0
72,17,4.235294117647059,0,0,1
14,3,4.666666666666667,0,0,0
98,23,4.260869565217392,0,0,1
11,2,5.5,1,0,0
11,3,3.6666666666666665,0,0,0
16,4,4.0,1,0,0
14,4,3.5,0,0,0
15,4,3.75,0,0,0
81,21,3.857142857142857,0,0,0
75,16,4.6875,0,0,0
45,12,3.75,0,0,0
33,7,4.714285714285714,0,0,0
27,7,3.857142857142857,0,0,0
42,10,4.2,1,0,1
16,4,4.0,0,1,0
7,2,3.5,0,0,0
71,16,4.4375,0,0,3
26,6,4.333333333333333,0,0,0
34,8,4.25,0,0,0
29,7,4.142857142857143,0,0,0
20,5,4.0,0,1,0
7,2,3.5,0,0,0
36,7,5.142857142857143,0,0,2
39,9,4.333333333333333,0,0,1
25,7,3.5714285714285716,0,0,0
42,12,3.5,0,0,2
6,1,6.0,0,1,0
3,1,3.0,1,0,0
15,4,3.75,0,1,0
8,2,4.0,0,0,0
17,5,3.4,0,0,0
46,12,3.8333333333333335,0,0,1
34,8,4.25,0,0,2
42,11,3.8181818181818183,0,0,0
14,3,4.666666666666667,0,0,1
70,19,3.6842105263157894,0,0,0
63,16,3.9375,0,0,0
15,4,3.75,0,0,0
28,8,3.5,0,0,0
68,14,4.857142857142857,0,0,2
24,5,4.8,0,0,0
29,6,4.833333333333333,0,0,0
35,8,4.375,0,0,1
62,16,3.875,0,0,1
17,4,4.25,0,1,0
22,5,4.4,0,0,1
13,4,3.25,0,0,0
21,6,3.5,0,1,0
54,15,3.6,0,0,0
77,18,4.277777777777778,0,0,0
48,11,4.363636363636363,0,0,1
29,8,3.625,1,0,2
36,10,3.6,0,0,0
27,7,3.857142857142857,1,0,0
52,11,4.7272727272727275,0,0,3
15,4,3.75,0,0,0
29,7,4.142857142857143,0,0,0
39,9,4.333333333333333,0,0,0
45,10,4.5,0,0,2
23,6,3.8333333333333335,0,0,0
29,8,3.625,0,0,1
28,8,3.5,0,0,1
20,3,6.666666666666667,0,0,0
36,10,3.6,0,0,0
17,3,5.666666666666667,0,0,0
47,10,4.7,0,1,1
10,3,3.3333333333333335,0,0,0
41,12,3.4166666666666665,0,0,0
25,6,4.166666666666667,0,0,0
73,21,3.4761904761904763,0,0,2
32,6,5.333333333333333,0,0,0
42,9,4.666666666666667,0,0,0
75,18,4.166666666666667,0,0,0
66,13,5.076923076923077,0,0,1
64,17,3.764705882352941,0,0,1
34,8,4.25,1,0,0
12,2,6.0,0,0,0
75,17,4.411764705882353,0,0,0
21,4,5.25,0,0,0
27,6,4.5,0,0,0
30,7,4.285714285714286,0,0,2
16,5,3.2,0,0,0
52,12,4.333333333333333,0,0,0
65,16,4.0625,0,0,1
29,7,4.142857142857143,0,0,0
34,8,4.25,0,0,0
32,7,4.571428571428571,0,0,1
17,5,3.4,0,0,0
19,6,3.1666666666666665,0,0,0
22,5,4.4,0,0,0
45,10,4.5,0,0,1
7,1,7.0,0,1,0
11,2,5.5,0,0,0
21,5,4.2,0,0,1
56,13,4.3076923076923075,0,0,0
81,19,4.2631578947368425,0,0,3
21,6,3.5,0,0,0
17,4,4.25,0,0,0
24,6,4.0,0,0,0
57,15,3.8,0,0,1
35,10,3.5,0,0,0
23,6,3.8333333333333335,0,0,0
40,13,3.076923076923077,0,0,0
65,17,3.823529411764706,0,0,1
57,15,3.8,0,0,0
32,8,4.0,0,0,0
30,8,3.75,0,0,0
49,11,4.454545454545454,0,0,1
39,8,4.875,0,0,0
26,8,3.25,0,0,0
38,9,4.222222222222222,0,0,0
56,12,4.666666666666667,0,0,0
