15,3.466666666666667,0,0,0,0.0
53,4.528301886792453,0,0,1,-0.07291666666666666
18,4.277777777777778,0,0,0,0.25
26,4.615384615384615,0,0,3,0.2
22,4.2272727272727275,0,0,2,-0.07500000000000001
32,5.75,0,0,6,0.2
8,3.25,0,0,2,-0.625
65,4.492307692307692,0,0,6,0.13571428571428573
45,4.2,0,0,7,-0.025
30,4.333333333333333,0,0,2,0.20833333333333334
7,4.142857142857143,0,0,0,0.0
16,5.0625,0,0,2,0.0
33,4.606060606060606,0,0,1,0.0
42,4.5476190476190474,0,0,5,0.44000000000000006
24,4.083333333333333,0,0,3,0.0
57,4.7368421052631575,0,0,7,-0.025
18,4.166666666666667,0,0,0,0.0
47,4.446808510638298,0,0,7,0.25740740740740736
121,4.644628099173554,0,0,16,0.1841269841269841
40,5.1,0,0,6,0.4
63,4.825396825396825,0,0,5,0.16785714285714287
19,4.947368421052632,0,0,2,0.5
48,4.25,0,0,5,0.06388888888888888
22,4.090909090909091,0,0,1,0.07499999999999998
25,4.04,0,0,1,0.0
34,5.323529411764706,0,0,2,0.0
6,4.166666666666667,0,0,0,0.0
16,5.5625,0,0,3,0.425
31,4.290322580645161,0,0,4,-0.05
23,4.956521739130435,0,0,3,0.4166666666666667
44,4.5227272727272725,0,0,5,0.10625
70,4.6571428571428575,0,0,14,0.2875
27,4.333333333333333,0,0,0,0.25
42,4.880952380952381,0,0,2,0.20000000000000004
56,4.892857142857143,0,0,10,0.1
57,4.157894736842105,0,0,4,0.5
41,4.780487804878049,0,0,3,0.33
63,4.126984126984127,0,0,6,0.0
17,4.176470588235294,0,0,0,0.2
41,4.195121951219512,0,0,2,0.8
46,4.173913043478261,0,1,1,0.12333333333333334
11,3.1818181818181817,0,0,0,0.43333333333333335
99,4.353535353535354,0,0,14,-0.15000000000000002
23,4.043478260869565,0,0,3,0.45
6,4.5,0,0,0,0.1
43,4.069767441860465,0,0,4,0.5666666666666667
4,2.75,0,0,0,0.0
26,4.923076923076923,0,0,1,-0.1
14,4.857142857142857,0,0,1,-0.25
39,4.743589743589744,0,0,7,-0.0875
39,4.512820512820513,0,0,2,-0.04166666666666666
25,4.28,0,0,0,0.16481481481481478
49,4.816326530612245,0,0,7,0.1
43,4.8604651162790695,0,0,6,0.22000000000000003
72,4.319444444444445,1,0,4,0.07500000000000001
20,4.25,0,0,2,0.3
12,4.25,0,0,2,0.4
12,4.416666666666667,0,0,0,0.45
27,4.407407407407407,0,0,1,0.0
32,4.59375,0,0,1,0.08333333333333333
25,4.96,0,0,3,-0.625
30,4.0,0,0,1,0.175
83,4.614457831325301,0,0,8,0.015079365079365073
43,4.627906976744186,0,1,4,0.15000000000000002
7,4.857142857142857,1,0,1,0.8750000000000001
10,3.9,0,0,0,-0.125
7,4.714285714285714,1,0,1,0.0
21,3.619047619047619,0,0,1,-0.07777777777777779
18,4.222222222222222,0,0,0,0.0
37,4.648648648648648,1,0,1,0.30416666666666664
39,4.461538461538462,0,0,5,0.225
